ticket_id,customer_id,created_date,issue_type,contact_channel,resolution_hours,ticket_status,satisfaction_score
T0013925,C008987,2026-07-17,Damaged item,Phone,15,Resolved,4
T0013926,C000856,2026-03-05,Late delivery,Email,24,Resolved,3
T0013927,C001275,2026-02-12,Redemption failed,Phone,89,Resolved,5
T0013928,C010673,2026-03-10,Account access,Email,7,Reopened,1
T0013929,C007542,2026-01-17,Account access,Email,36,Reopened,2
T0013930,C002613,2026-07-13,Refund delay,Chat,24,Resolved,2
T0013931,C006941,2026-05-03,Late delivery,Email,16,Reopened,5
T0013932,C010132,2026-03-17,Late delivery,Email,37,Resolved,4
T0013933,C002228,2026-02-08,Missing loyalty points,Phone,33,Resolved,1
T0013934,C005271,2026-02-14,Damaged item,Chat,36,Resolved,4
T0013935,C010959,2026-05-12,Late delivery,Chat,28,Resolved,4
T0013936,C003351,2026-05-27,Late delivery,Email,44,Reopened,2
T0013937,C002862,2026-01-25,Missing loyalty points,Email,51,Reopened,5
T0013938,C000276,2026-04-01,Incorrect points balance,Chat,16,Reopened,2
T0013939,C011477,2026-07-03,Refund delay,Chat,47,Resolved,4
T0013940,C004835,2026-05-24,Account access,Email,14,Resolved,1
T0013941,C004718,2026-07-13,Late delivery,Email,34,Resolved,1
T0013942,C005832,2026-05-03,Late delivery,Email,27,Resolved,1
T0013943,C003002,2026-04-19,Damaged item,Chat,27,Resolved,3
T0013944,C010082,2026-01-09,Late delivery,Chat,21,Resolved,1
T0013945,C004347,2026-05-20,Account access,Email,34,Resolved,3
T0013946,C003042,2026-02-10,Late delivery,Phone,5,Reopened,3
T0013947,C004576,2026-02-21,Account access,Phone,4,Resolved,3
T0013948,C000144,2026-02-02,Missing loyalty points,Email,37,Resolved,5
T0013949,C004803,2026-05-08,Late delivery,Chat,19,Resolved,4
T0013950,C003339,2026-05-22,Missing loyalty points,Phone,77,Resolved,5
T0013951,C009921,2026-05-26,Refund delay,Phone,34,Resolved,2
T0013952,C008085,2026-05-19,Account access,Chat,38,Resolved,2
T0013953,C005904,2026-03-01,Late delivery,Email,35,Resolved,3
T0013954,C001010,2026-02-07,Incorrect points balance,Email,52,Reopened,1
T0013955,C005880,2026-05-08,Late delivery,Email,25,Resolved,4
T0013956,C004643,2026-06-22,Late delivery,Email,21,Resolved,4
T0013957,C003150,2026-03-14,Missing loyalty points,Email,33,Resolved,2
T0013958,C005152,2026-06-10,Late delivery,Email,45,Resolved,2
T0013959,C011957,2026-07-25,Refund delay,Chat,18,Resolved,2
T0013960,C006282,2026-01-18,Damaged item,Email,14,Resolved,4
T0013961,C008784,2026-06-11,Refund delay,Phone,35,Resolved,1
T0013962,C006695,2026-01-20,Refund delay,Email,38,Reopened,3
T0013963,C000156,2026-04-06,Redemption failed,Phone,29,Resolved,4
T0013964,C009639,2026-01-18,Damaged item,Email,24,Resolved,2
T0013965,C007996,2026-05-23,Refund delay,Phone,30,Resolved,2
T0013966,C006978,2026-06-13,Account access,Email,42,Resolved,3
T0013967,C000163,2026-05-27,Late delivery,Chat,9,Reopened,5
T0013968,C008373,2026-07-14,Damaged item,Chat,46,Reopened,5
T0013969,C008239,2026-04-03,Refund delay,Phone,47,Resolved,2
T0013970,C009036,2026-02-10,Refund delay,Phone,33,Resolved,3
T0013971,C003452,2026-01-19,Redemption failed,Email,53,Reopened,2
T0013972,C003818,2026-03-01,Refund delay,Email,29,Resolved,4
T0013973,C001891,2026-05-10,Redemption failed,Phone,82,Reopened,2
T0013974,C006367,2026-01-18,Refund delay,Phone,19,Resolved,5
T0013975,C007166,2026-03-26,Damaged item,Email,23,Resolved,5
T0013976,C010863,2026-06-25,Damaged item,Phone,21,Resolved,1
T0013977,C009015,2026-02-09,Late delivery,Chat,35,Resolved,2
T0013978,C000448,2026-05-15,Missing loyalty points,Email,87,Resolved,4
T0013979,C002842,2026-03-13,Refund delay,Phone,42,Resolved,3
T0013980,C004186,2026-03-21,Late delivery,Email,25,Resolved,2
T0013981,C008999,2026-07-27,Damaged item,Email,39,Resolved,3
T0013982,C010884,2026-05-11,Late delivery,Email,33,Resolved,4
T0013983,C005806,2026-02-09,Refund delay,Phone,46,Resolved,1
T0013984,C006126,2026-06-07,Account access,Chat,34,Resolved,1
T0013985,C001248,2026-03-10,Refund delay,Chat,6,Resolved,2
T0013986,C007975,2026-02-17,Refund delay,Phone,37,Reopened,4
T0013987,C008769,2026-05-09,Damaged item,Email,4,Resolved,4
T0013988,C009809,2026-01-08,Refund delay,Chat,8,Resolved,1
T0013989,C005708,2026-02-21,Account access,Phone,35,Resolved,4
T0013990,C006169,2026-07-03,Account access,Email,5,Resolved,3
T0013991,C002917,2026-06-27,Account access,Phone,30,Resolved,3
T0013992,C011535,2026-01-17,Refund delay,Phone,22,Reopened,4
T0013993,C005295,2026-04-27,Late delivery,Phone,4,Resolved,1
T0013994,C007268,2026-04-12,Refund delay,Phone,38,Resolved,4
T0013995,C008799,2026-06-15,Account access,Chat,42,Resolved,4
T0013996,C001816,2026-07-20,Late delivery,Chat,15,Resolved,4
T0013997,C011359,2026-02-12,Damaged item,Chat,43,Resolved,2
T0013998,C003589,2026-05-09,Damaged item,Chat,19,Resolved,2
T0013999,C005026,2026-02-27,Damaged item,Email,30,Resolved,4
T0014000,C009957,2026-06-27,Late delivery,Email,43,Resolved,2
T0014001,C011377,2026-03-05,Late delivery,Email,27,Resolved,2
T0014002,C003874,2026-01-26,Account access,Phone,32,Resolved,4
T0014003,C002359,2026-02-05,Refund delay,Chat,30,Resolved,4
T0014004,C009806,2026-03-26,Damaged item,Email,26,Resolved,1
T0014005,C008247,2026-04-09,Damaged item,Phone,41,Resolved,1
T0014006,C009287,2026-04-05,Account access,Email,20,Resolved,1
T0014007,C011585,2026-03-08,Refund delay,Chat,38,Resolved,1
T0014008,C002372,2026-04-02,Late delivery,Email,5,Resolved,5
T0014009,C010413,2026-03-26,Damaged item,Email,6,Resolved,4
T0014010,C000857,2026-06-13,Incorrect points balance,Phone,81,Resolved,1
T0014011,C006868,2026-05-15,Account access,Phone,40,Reopened,3
T0014012,C006700,2026-03-25,Late delivery,Email,23,Resolved,1
T0014013,C010970,2026-06-21,Account access,Phone,44,Resolved,4
T0014014,C007007,2026-07-22,Damaged item,Chat,20,Resolved,3
T0014015,C004262,2026-06-20,Late delivery,Chat,7,Resolved,5
T0014016,C010042,2026-07-25,Late delivery,Chat,20,Resolved,2
T0014017,C009006,2026-04-21,Account access,Email,29,Resolved,4
T0014018,C006407,2026-05-21,Refund delay,Phone,17,Resolved,5
T0014019,C003083,2026-05-01,Redemption failed,Email,28,Reopened,5
T0014020,C009400,2026-01-06,Damaged item,Chat,7,Resolved,4
T0014021,C011119,2026-03-18,Account access,Email,4,Resolved,2
T0014022,C005454,2026-04-16,Damaged item,Phone,39,Resolved,4
T0014023,C003296,2026-04-23,Late delivery,Chat,34,Resolved,3
T0014024,C004231,2026-02-19,Account access,Phone,34,Reopened,3
T0014025,C004470,2026-07-11,Refund delay,Chat,44,Resolved,5
T0014026,C011337,2026-01-11,Late delivery,Chat,8,Resolved,4
T0014027,C000164,2026-03-06,Redemption failed,Chat,78,Resolved,2
T0014028,C004759,2026-06-06,Late delivery,Chat,22,Resolved,3
T0014029,C004890,2026-02-25,Late delivery,Chat,14,Resolved,4
T0014030,C004350,2026-02-23,Damaged item,Email,10,Resolved,5
T0014031,C005710,2026-06-13,Late delivery,Phone,47,Resolved,4
T0014032,C011300,2026-05-06,Refund delay,Phone,40,Resolved,3
T0014033,C003549,2026-01-03,Redemption failed,Email,6,Resolved,2
T0014034,C001222,2026-06-06,Incorrect points balance,Phone,27,Resolved,2
T0014035,C007489,2026-01-08,Account access,Email,47,Resolved,4
T0014036,C008695,2026-01-07,Refund delay,Email,37,Resolved,1
T0014037,C006328,2026-05-22,Late delivery,Phone,8,Resolved,3
T0014038,C000464,2026-03-12,Refund delay,Email,2,Resolved,3
T0014039,C004547,2026-01-14,Refund delay,Email,2,Resolved,2
T0014040,C001265,2026-01-13,Redemption failed,Email,42,Resolved,4
T0014041,C009544,2026-02-17,Refund delay,Chat,25,Resolved,5
T0014042,C000735,2026-01-08,Late delivery,Chat,14,Resolved,2
T0014043,C003213,2026-02-04,Redemption failed,Chat,68,Reopened,2
T0014044,C010505,2026-04-17,Late delivery,Email,8,Resolved,1
T0014045,C009137,2026-07-12,Account access,Email,38,Resolved,3
T0014046,C002904,2026-01-09,Refund delay,Email,37,Resolved,1
T0014047,C002008,2026-04-12,Redemption failed,Email,89,Resolved,4
T0014048,C006104,2026-03-15,Refund delay,Phone,4,Resolved,5
T0014049,C007774,2026-07-21,Late delivery,Phone,3,Reopened,3
T0014050,C002008,2026-05-04,Redemption failed,Chat,66,Reopened,5
T0014051,C005767,2026-06-18,Account access,Phone,9,Resolved,2
T0014052,C011562,2026-07-13,Damaged item,Chat,7,Resolved,4
T0014053,C006310,2026-07-05,Damaged item,Email,12,Resolved,1
T0014054,C009114,2026-04-05,Late delivery,Phone,20,Reopened,2
T0014055,C009904,2026-02-07,Refund delay,Chat,2,Resolved,1
T0014056,C007797,2026-06-04,Damaged item,Chat,16,Resolved,1
T0014057,C005221,2026-03-13,Damaged item,Phone,41,Resolved,2
T0014058,C005779,2026-02-07,Damaged item,Chat,41,Resolved,4
T0014059,C003866,2026-05-23,Damaged item,Phone,42,Resolved,3
T0014060,C002039,2026-06-04,Redemption failed,Chat,80,Resolved,4
T0014061,C004287,2026-01-11,Refund delay,Phone,23,Resolved,1
T0014062,C005917,2026-03-12,Late delivery,Chat,9,Resolved,2
T0014063,C009404,2026-02-18,Refund delay,Phone,6,Resolved,5
T0014064,C001135,2026-04-08,Missing loyalty points,Phone,24,Resolved,1
T0014065,C010284,2026-06-07,Refund delay,Chat,9,Reopened,3
T0014066,C000001,2026-02-13,Redemption failed,Chat,36,Reopened,1
T0014067,C004647,2026-06-02,Late delivery,Chat,31,Resolved,1
T0014068,C004535,2026-01-07,Refund delay,Phone,44,Resolved,2
T0014069,C006698,2026-02-03,Damaged item,Chat,28,Reopened,3
T0014070,C006698,2026-07-03,Late delivery,Phone,10,Resolved,3
T0014071,C003620,2026-03-26,Account access,Phone,36,Resolved,2
T0014072,C004784,2026-03-26,Account access,Email,13,Resolved,3
T0014073,C001201,2026-02-07,Missing loyalty points,Email,90,Resolved,5
T0014074,C009280,2026-02-15,Account access,Email,28,Resolved,1
T0014075,C010306,2026-02-15,Account access,Chat,15,Resolved,4
T0014076,C010327,2026-01-01,Damaged item,Email,15,Reopened,1
T0014077,C010025,2026-02-23,Late delivery,Email,42,Resolved,5
T0014078,C003444,2026-05-09,Redemption failed,Email,55,Resolved,3
T0014079,C007355,2026-02-07,Account access,Phone,32,Resolved,5
T0014080,C006712,2026-05-13,Late delivery,Chat,5,Resolved,3
T0014081,C009592,2026-04-22,Damaged item,Email,6,Resolved,4
T0014082,C011378,2026-05-09,Late delivery,Phone,37,Resolved,3
T0014083,C005240,2026-07-07,Refund delay,Email,11,Resolved,3
T0014084,C007282,2026-01-04,Damaged item,Chat,16,Resolved,4
T0014085,C010441,2026-07-20,Damaged item,Chat,31,Resolved,1
T0014086,C011135,2026-03-13,Damaged item,Chat,37,Resolved,4
T0014087,C000662,2026-07-05,Account access,Phone,2,Resolved,3
T0014088,C002984,2026-05-10,Redemption failed,Email,70,Resolved,3
T0014089,C010126,2026-07-18,Damaged item,Phone,21,Resolved,4
T0014090,C001036,2026-02-12,Damaged item,Phone,44,Resolved,1
T0014091,C004562,2026-04-02,Account access,Chat,15,Resolved,5
T0014092,C005752,2026-03-19,Refund delay,Phone,8,Resolved,4
T0014093,C011532,2026-01-24,Late delivery,Email,46,Resolved,2
T0014094,C008882,2026-04-04,Refund delay,Phone,15,Resolved,3
T0014095,C007662,2026-06-21,Account access,Phone,30,Resolved,3
T0014096,C004726,2026-04-13,Damaged item,Chat,15,Reopened,5
T0014097,C011794,2026-02-06,Damaged item,Chat,23,Resolved,2
T0014098,C003062,2026-07-15,Refund delay,Chat,27,Resolved,5
T0014099,C003163,2026-02-06,Redemption failed,Phone,57,Resolved,4
T0014100,C001209,2026-06-06,Refund delay,Email,41,Resolved,2
T0014101,C005189,2026-01-01,Damaged item,Chat,26,Resolved,2
T0014102,C000362,2026-02-26,Late delivery,Email,2,Resolved,3
T0014103,C000954,2026-06-06,Damaged item,Chat,36,Resolved,5
T0014104,C009363,2026-07-03,Account access,Phone,43,Resolved,2
T0014105,C007529,2026-03-06,Refund delay,Phone,45,Resolved,1
T0014106,C000051,2026-03-09,Damaged item,Chat,7,Resolved,2
T0014107,C003759,2026-06-26,Account access,Email,18,Resolved,4
T0014108,C004482,2026-03-24,Late delivery,Phone,28,Resolved,2
T0014109,C009967,2026-04-20,Damaged item,Phone,29,Resolved,5
T0014110,C004849,2026-03-10,Refund delay,Phone,42,Resolved,4
T0014111,C005566,2026-06-27,Damaged item,Phone,47,Reopened,2
T0014112,C010035,2026-02-14,Late delivery,Email,30,Resolved,3
T0014113,C005088,2026-01-18,Late delivery,Phone,7,Resolved,5
T0014114,C007648,2026-06-08,Late delivery,Email,33,Resolved,1
T0014115,C007658,2026-06-23,Late delivery,Email,4,Resolved,2
T0014116,C004763,2026-05-20,Refund delay,Email,38,Resolved,1
T0014117,C006738,2026-03-24,Refund delay,Email,5,Resolved,4
T0014118,C001670,2026-02-05,Missing loyalty points,Chat,34,Reopened,5
T0014119,C005691,2026-04-20,Late delivery,Chat,39,Resolved,1
T0014120,C004449,2026-04-13,Damaged item,Phone,46,Resolved,5
T0014121,C003468,2026-07-11,Redemption failed,Email,13,Resolved,4
T0014122,C002284,2026-03-22,Damaged item,Phone,7,Resolved,1
T0014123,C004489,2026-07-02,Late delivery,Chat,5,Reopened,2
T0014124,C008911,2026-06-23,Late delivery,Chat,22,Resolved,2
T0014125,C011560,2026-01-27,Late delivery,Email,7,Reopened,3
T0014126,C002618,2026-02-04,Damaged item,Chat,43,Resolved,4
T0014127,C004846,2026-07-04,Late delivery,Chat,7,Resolved,3
T0014128,C001016,2026-01-22,Damaged item,Chat,33,Resolved,1
T0014129,C002244,2026-01-03,Refund delay,Chat,31,Resolved,4
T0014130,C011537,2026-04-10,Damaged item,Phone,37,Resolved,1
T0014131,C010137,2026-04-02,Late delivery,Phone,31,Resolved,4
T0014132,C001432,2026-03-24,Account access,Chat,40,Resolved,2
T0014133,C008279,2026-05-15,Damaged item,Chat,22,Resolved,4
T0014134,C004584,2026-01-20,Late delivery,Phone,14,Resolved,2
T0014135,C002368,2026-05-08,Account access,Email,16,Resolved,2
T0014136,C004052,2026-02-17,Late delivery,Email,22,Resolved,2
T0014137,C003084,2026-05-07,Incorrect points balance,Email,61,Resolved,3
T0014138,C009832,2026-03-15,Refund delay,Phone,13,Reopened,1
T0014139,C002633,2026-05-18,Redemption failed,Chat,69,Resolved,3
T0014140,C004936,2026-01-17,Late delivery,Phone,38,Resolved,1
T0014141,C004741,2026-03-27,Refund delay,Phone,6,Resolved,3
T0014142,C004869,2026-07-19,Refund delay,Phone,24,Resolved,4
T0014143,C010276,2026-03-06,Account access,Chat,34,Resolved,5
T0014144,C000025,2026-03-01,Account access,Email,47,Resolved,5
T0014145,C006759,2026-02-13,Account access,Email,25,Resolved,4
T0014146,C000031,2026-01-13,Damaged item,Chat,28,Resolved,1
T0014147,C007948,2026-03-01,Late delivery,Chat,31,Resolved,3
T0014148,C011587,2026-02-03,Refund delay,Phone,5,Resolved,3
T0014149,C008826,2026-01-20,Late delivery,Chat,3,Resolved,4
T0014150,C004374,2026-03-13,Refund delay,Email,24,Resolved,5
T0014151,C005105,2026-01-21,Late delivery,Phone,39,Resolved,5
T0014152,C005364,2026-01-14,Late delivery,Chat,44,Resolved,5
T0014153,C006021,2026-02-18,Refund delay,Phone,45,Resolved,3
T0014154,C007274,2026-02-24,Late delivery,Phone,19,Reopened,2
T0014155,C011208,2026-04-08,Account access,Phone,2,Resolved,1
T0014156,C010096,2026-02-05,Refund delay,Chat,10,Reopened,5
T0014157,C008456,2026-05-25,Account access,Chat,37,Resolved,2
T0014158,C006853,2026-01-22,Late delivery,Chat,32,Resolved,4
T0014159,C007455,2026-01-06,Late delivery,Chat,36,Resolved,1
T0014160,C005341,2026-01-09,Refund delay,Email,31,Resolved,1
T0014161,C001549,2026-03-06,Late delivery,Phone,10,Resolved,1
T0014162,C008569,2026-01-24,Account access,Chat,30,Resolved,1
T0014163,C011565,2026-03-20,Account access,Email,22,Resolved,2
T0014164,C003875,2026-07-19,Late delivery,Email,30,Resolved,4
T0014165,C001324,2026-05-01,Redemption failed,Chat,50,Resolved,5
T0014166,C000370,2026-06-09,Incorrect points balance,Chat,27,Resolved,1
T0014167,C011790,2026-04-22,Damaged item,Email,47,Resolved,3
T0014168,C009521,2026-04-05,Account access,Chat,38,Resolved,2
T0014169,C008356,2026-05-03,Damaged item,Phone,15,Resolved,5
T0014170,C002796,2026-04-11,Damaged item,Chat,27,Resolved,3
T0014171,C004606,2026-04-21,Late delivery,Chat,46,Resolved,3
T0014172,C006883,2026-05-02,Damaged item,Email,27,Resolved,4
T0014173,C002638,2026-01-05,Incorrect points balance,Email,37,Resolved,1
T0014174,C009667,2026-01-26,Account access,Chat,33,Resolved,1
T0014175,C002327,2026-04-17,Incorrect points balance,Email,24,Resolved,5
T0014176,C010868,2026-06-08,Damaged item,Phone,36,Resolved,1
T0014177,C000851,2026-07-22,Damaged item,Email,15,Resolved,4
T0014178,C004018,2026-02-01,Late delivery,Phone,39,Resolved,2
T0014179,C011518,2026-06-21,Late delivery,Chat,10,Resolved,4
T0014180,C000283,2026-06-01,Missing loyalty points,Phone,53,Resolved,3
T0014181,C000704,2026-05-13,Redemption failed,Phone,92,Reopened,2
T0014182,C010149,2026-06-12,Late delivery,Chat,20,Resolved,4
T0014183,C006120,2026-02-10,Late delivery,Email,41,Reopened,5
T0014184,C011314,2026-01-20,Account access,Chat,44,Resolved,4
T0014185,C002180,2026-07-04,Refund delay,Phone,5,Resolved,3
T0014186,C008635,2026-02-21,Account access,Chat,47,Reopened,1
T0014187,C008679,2026-02-07,Refund delay,Email,10,Resolved,3
T0014188,C004952,2026-02-21,Account access,Email,14,Resolved,1
T0014189,C011690,2026-01-27,Damaged item,Phone,3,Resolved,4
T0014190,C002076,2026-02-11,Late delivery,Phone,21,Resolved,5
T0014191,C003215,2026-03-21,Late delivery,Phone,32,Reopened,4
T0014192,C009431,2026-05-08,Damaged item,Chat,25,Resolved,1
T0014193,C000492,2026-03-24,Incorrect points balance,Phone,92,Resolved,1
T0014194,C002035,2026-02-01,Late delivery,Email,44,Resolved,1
T0014195,C011257,2026-07-24,Damaged item,Email,23,Resolved,2
T0014196,C007034,2026-05-20,Damaged item,Phone,31,Resolved,1
T0014197,C004995,2026-07-13,Late delivery,Chat,35,Resolved,1
T0014198,C005125,2026-07-13,Late delivery,Chat,29,Resolved,5
T0014199,C002444,2026-01-13,Redemption failed,Chat,90,Resolved,4
T0014200,C002829,2026-01-11,Damaged item,Phone,17,Resolved,1
T0014201,C002472,2026-03-08,Damaged item,Chat,44,Resolved,3
T0014202,C003564,2026-07-27,Account access,Email,23,Resolved,1
T0014203,C002599,2026-05-02,Damaged item,Email,15,Resolved,5
T0014204,C007759,2026-07-18,Refund delay,Chat,37,Resolved,5
T0014205,C006577,2026-07-20,Late delivery,Chat,34,Resolved,4
T0014206,C004505,2026-04-04,Damaged item,Chat,21,Resolved,5
T0014207,C002742,2026-04-14,Incorrect points balance,Chat,28,Reopened,3
T0014208,C008415,2026-04-12,Damaged item,Email,28,Reopened,2
T0014209,C007210,2026-01-16,Late delivery,Phone,15,Resolved,1
T0014210,C003701,2026-05-24,Refund delay,Email,20,Resolved,1
T0014211,C003877,2026-01-03,Refund delay,Email,22,Resolved,5
T0014212,C008898,2026-02-17,Refund delay,Chat,12,Resolved,4
T0014213,C004522,2026-06-03,Late delivery,Email,40,Resolved,1
T0014214,C008287,2026-03-09,Refund delay,Chat,11,Resolved,1
T0014215,C006439,2026-06-01,Late delivery,Phone,21,Resolved,1
T0014216,C008614,2026-07-26,Account access,Email,24,Resolved,4
T0014217,C004264,2026-02-20,Refund delay,Phone,27,Reopened,1
T0014218,C000841,2026-01-08,Late delivery,Phone,47,Resolved,5
T0014219,C005112,2026-05-21,Late delivery,Email,2,Resolved,3
T0014220,C007795,2026-05-21,Damaged item,Email,3,Resolved,5
T0014221,C003257,2026-06-27,Incorrect points balance,Email,54,Reopened,4
T0014222,C002827,2026-04-26,Refund delay,Phone,3,Resolved,4
T0014223,C011222,2026-07-18,Late delivery,Chat,42,Reopened,3
T0014224,C003180,2026-05-26,Refund delay,Chat,3,Resolved,2
T0014225,C008377,2026-05-22,Account access,Chat,33,Resolved,4
T0014226,C009990,2026-03-09,Damaged item,Email,15,Resolved,2
T0014227,C000613,2026-06-18,Redemption failed,Email,24,Reopened,1
T0014228,C000983,2026-07-10,Redemption failed,Email,72,Resolved,5
T0014229,C011588,2026-06-13,Refund delay,Email,47,Reopened,4
T0014230,C001680,2026-05-18,Incorrect points balance,Phone,89,Reopened,5
T0014231,C005910,2026-05-24,Damaged item,Email,33,Resolved,3
T0014232,C009511,2026-05-03,Damaged item,Phone,20,Resolved,4
T0014233,C003079,2026-02-01,Damaged item,Phone,16,Resolved,1
T0014234,C006827,2026-05-16,Account access,Chat,27,Resolved,4
T0014235,C001600,2026-05-20,Refund delay,Phone,47,Resolved,3
T0014236,C005341,2026-04-08,Late delivery,Email,35,Resolved,5
T0014237,C011874,2026-04-11,Account access,Phone,8,Resolved,1
T0014238,C010696,2026-07-15,Late delivery,Chat,10,Resolved,1
T0014239,C007114,2026-04-27,Damaged item,Phone,41,Resolved,2
T0014240,C009758,2026-03-01,Damaged item,Phone,6,Resolved,5
T0014241,C004918,2026-01-13,Refund delay,Chat,40,Resolved,5
T0014242,C009627,2026-03-24,Refund delay,Chat,16,Reopened,1
T0014243,C011499,2026-01-10,Account access,Phone,2,Reopened,3
T0014244,C011316,2026-07-10,Late delivery,Phone,23,Resolved,1
T0014245,C000362,2026-04-24,Refund delay,Phone,44,Resolved,2
T0014246,C008359,2026-04-14,Refund delay,Email,39,Resolved,2
T0014247,C006872,2026-07-04,Late delivery,Email,8,Reopened,5
T0014248,C005891,2026-06-06,Damaged item,Email,19,Resolved,4
T0014249,C001236,2026-06-18,Account access,Chat,21,Resolved,3
T0014250,C006078,2026-06-14,Damaged item,Email,11,Resolved,4
T0014251,C008435,2026-06-01,Account access,Chat,36,Resolved,1
T0014252,C001629,2026-01-08,Account access,Phone,25,Resolved,4
T0014253,C000676,2026-03-21,Late delivery,Chat,33,Resolved,3
T0014254,C006725,2026-02-05,Refund delay,Chat,3,Resolved,1
T0014255,C001866,2026-02-17,Missing loyalty points,Phone,31,Resolved,2
T0014256,C010719,2026-06-04,Refund delay,Email,4,Resolved,5
T0014257,C009170,2026-05-20,Late delivery,Email,24,Reopened,2
T0014258,C011618,2026-07-07,Account access,Chat,21,Resolved,4
T0014259,C000324,2026-07-26,Late delivery,Email,43,Resolved,4
T0014260,C003711,2026-04-06,Refund delay,Chat,15,Resolved,4
T0014261,C002381,2026-03-07,Late delivery,Email,39,Resolved,4
T0014262,C010976,2026-06-12,Refund delay,Email,7,Resolved,4
T0014263,C004211,2026-03-20,Late delivery,Email,2,Resolved,3
T0014264,C004303,2026-01-20,Late delivery,Email,30,Resolved,5
T0014265,C010465,2026-07-22,Refund delay,Email,2,Resolved,4
T0014266,C004138,2026-06-08,Account access,Email,9,Resolved,5
T0014267,C004428,2026-07-17,Damaged item,Chat,27,Reopened,5
T0014268,C001279,2026-05-14,Damaged item,Chat,47,Resolved,3
T0014269,C004668,2026-02-22,Late delivery,Phone,19,Resolved,3
T0014270,C002507,2026-01-15,Refund delay,Phone,4,Resolved,3
T0014271,C005341,2026-02-18,Damaged item,Email,32,Resolved,2
T0014272,C003246,2026-05-26,Account access,Chat,6,Resolved,3
T0014273,C003152,2026-04-07,Account access,Email,3,Resolved,4
T0014274,C000176,2026-04-21,Refund delay,Email,35,Resolved,3
T0014275,C009789,2026-02-11,Damaged item,Email,10,Resolved,2
T0014276,C006532,2026-03-08,Account access,Chat,46,Resolved,5
T0014277,C011010,2026-04-21,Damaged item,Phone,4,Resolved,2
T0014278,C001554,2026-01-10,Account access,Email,45,Resolved,4
T0014279,C000003,2026-01-01,Account access,Phone,5,Resolved,4
T0014280,C006415,2026-01-10,Damaged item,Phone,24,Resolved,4
T0014281,C001025,2026-01-04,Missing loyalty points,Chat,79,Resolved,5
T0014282,C003305,2026-06-07,Incorrect points balance,Chat,10,Resolved,4
T0014283,C008708,2026-02-13,Refund delay,Email,11,Reopened,4
T0014284,C009425,2026-03-18,Account access,Phone,8,Resolved,4
T0014285,C010631,2026-05-03,Account access,Phone,39,Resolved,2
T0014286,C005522,2026-01-02,Refund delay,Chat,28,Resolved,1
T0014287,C011079,2026-03-25,Damaged item,Email,8,Resolved,4
T0014288,C001152,2026-04-07,Incorrect points balance,Chat,26,Resolved,1
T0014289,C004324,2026-07-05,Damaged item,Phone,3,Reopened,2
T0014290,C005072,2026-04-11,Damaged item,Chat,18,Resolved,5
T0014291,C009265,2026-01-24,Account access,Email,38,Resolved,3
T0014292,C000305,2026-04-03,Incorrect points balance,Phone,76,Reopened,1
T0014293,C003775,2026-01-15,Late delivery,Phone,9,Resolved,5
T0014294,C011257,2026-04-02,Refund delay,Phone,2,Resolved,2
T0014295,C008073,2026-05-07,Late delivery,Chat,2,Resolved,1
T0014296,C001290,2026-01-26,Incorrect points balance,Chat,53,Resolved,5
T0014297,C003765,2026-03-09,Account access,Chat,21,Resolved,3
T0014298,C008357,2026-06-07,Refund delay,Phone,5,Resolved,4
T0014299,C007629,2026-05-23,Refund delay,Phone,3,Resolved,3
T0014300,C010821,2026-01-21,Damaged item,Email,43,Resolved,4
T0014301,C006371,2026-06-14,Late delivery,Email,32,Resolved,3
T0014302,C004219,2026-04-11,Refund delay,Phone,30,Resolved,5
T0014303,C003859,2026-02-07,Account access,Phone,33,Resolved,1
T0014304,C008149,2026-06-16,Damaged item,Phone,25,Resolved,3
T0014305,C010862,2026-02-05,Refund delay,Phone,45,Resolved,2
T0014306,C005989,2026-01-16,Refund delay,Email,10,Resolved,2
T0014307,C006799,2026-02-18,Refund delay,Phone,19,Resolved,5
T0014308,C002641,2026-03-19,Incorrect points balance,Chat,67,Reopened,4
T0014309,C000113,2026-03-15,Damaged item,Email,28,Resolved,4
T0014310,C003892,2026-02-23,Account access,Chat,34,Reopened,4
T0014311,C005425,2026-03-04,Damaged item,Phone,41,Resolved,5
T0014312,C011717,2026-01-11,Account access,Phone,47,Resolved,1
T0014313,C005423,2026-03-16,Damaged item,Chat,40,Resolved,3
T0014314,C009643,2026-04-01,Late delivery,Chat,9,Resolved,5
T0014315,C002163,2026-06-13,Incorrect points balance,Chat,54,Resolved,1
T0014316,C006617,2026-01-03,Damaged item,Chat,26,Resolved,1
T0014317,C005850,2026-02-10,Refund delay,Email,29,Resolved,5
T0014318,C000401,2026-05-19,Refund delay,Phone,19,Resolved,4
T0014319,C010267,2026-04-23,Account access,Chat,34,Resolved,4
T0014320,C006440,2026-02-08,Account access,Chat,37,Resolved,4
T0014321,C000351,2026-03-26,Missing loyalty points,Email,13,Resolved,5
T0014322,C009438,2026-02-09,Damaged item,Phone,6,Resolved,4
T0014323,C005999,2026-07-27,Late delivery,Phone,3,Resolved,5
T0014324,C009936,2026-01-19,Damaged item,Phone,47,Resolved,3
T0014325,C006835,2026-06-11,Late delivery,Chat,17,Reopened,2
T0014326,C002501,2026-01-26,Incorrect points balance,Chat,20,Resolved,5
T0014327,C006598,2026-02-15,Refund delay,Email,16,Resolved,4
